id,from,to,article_ids,weight
6122,cơ quan hạt nhân Nga Rosatom,Viktor Orban,[113],1
6123,cảng Hòn Rớ,Ban quản lý cảng Hòn Rớ,[65],1
6124,cảng Hòn Rớ,Huỳnh Điệm,[65],1
6125,cảng Hòn Rớ,Khánh Hòa,[65],1
6126,cảng Hòn Rớ,Nguyễn Ngọc Hội,[65],1
6127,cảng Hòn Rớ,Nguyễn Trung Hiếu,[65],1
6128,cảng Hòn Rớ,Nguyễn Văn Khôi,[65],1
6129,cảng Hòn Rớ,THỤC NGHI,[65],1
6130,cảng Hòn Rớ,TP Nha Trang,[65],1
6131,cảng Hòn Rớ,VÂN HẰNG,[65],1
6132,cảng Hòn Rớ,phường Vĩnh Phước,[65],1
6133,cảng Hòn Rớ,xã Phước Đồng,[65],1
6134,cảng Tân Cảng,NHƯ BÌNH,[54],1
6135,cảng Tân Cảng,Nguyễn Văn Nên,[54],1
6136,cảng Tân Cảng,Phạm Minh Chính,[54],1
6137,cảng Tân Cảng,Thành ủy TP . HCM,[54],1
6138,cảng Tân Cảng,Đồng bằng sông Cửu Long,[54],1
6139,cảng tổng hợp Cà Ná,Cà Ná,[11],1
6140,cảng tổng hợp Cà Ná,Quốc lộ 1,[11],1
6141,cảng tổng hợp Cà Ná,cao tốc Bắc Nam,[11],1
6142,cảng tổng hợp Cà Ná,nhà máy điện khí LNG,[11],1
6143,cầu Bình Điền,Long An,[76],1
6144,cầu Bình Điền,NGỌC KHẢ,[76],1
6145,cầu Bình Điền,NGỌC KHẢI,[76],1
6146,cầu Bình Điền,Quốc lộ 1,[76],1
6147,cầu Bình Điền,Tuổi Trẻ Online,[76],1
6148,cầu Bình Điền,huyện Bình Chánh,[76],1
6149,cầu Bình Điền,miền Tây,[76],1
6150,cầu Bình Điền,quận Bình Tân,[76],1
6151,cầu Bình Điền,Đinh Minh Cảnh,[76],1
6152,cầu Cao Lãnh,Hàn Quốc,[72],1
6153,cầu Cao Lãnh,Quỹ hợp tác phát triển kinh tế Hàn Quốc,[72],1
6154,cầu Cao Lãnh,cao tốc Mỹ An,[72],1
6155,cầu Cao Lãnh,huyện Cao Lãnh,[72],1
6156,cầu Nhơn Trạch,Bình Chánh,[64],1
6157,cầu Nhơn Trạch,Bình Dương,[64],1
6158,cầu Nhơn Trạch,Bộ Tài nguyên và Môi trường,[64],1
6159,cầu Nhơn Trạch,Hóc Môn,[64],1
6160,cầu Nhơn Trạch,Khu công nghiệp An Hạ,[64],1
6161,cầu Nhơn Trạch,Long An,[64],1
6162,cầu Nhơn Trạch,Long Thạnh Mỹ,[64],1
6163,cầu Nhơn Trạch,TP Thủ Đức,[64],1
6164,cầu Nhơn Trạch,UBND TP . HCM,[64],1
6165,cầu Nhơn Trạch,UBND tỉnh Long An,[64],1
6166,cầu Nhơn Trạch,huyện Bình Chánh,[64],1
6167,cầu Nhơn Trạch,huyện Củ Chi,[64],1
6168,cầu Nhơn Trạch,huyện Hóc Môn,[64],1
6169,cầu Nhơn Trạch,phường Long Bình,[64],1
6170,cầu Nhơn Trạch,tỉnh Đồng Nai,[64],1
6171,cầu Nhơn Trạch,xã Phạm Văn Hai,[64],1
6172,cầu Nhơn Trạch,xã Tân Thạnh Tây,[64],1
6173,cầu Nhơn Trạch,xã Xuân Thới Đông,[64],1
6174,cầu Nhơn Trạch,Đồng Nai,[64],1
6175,cầu Thần Vũ,Hồ Chí Minh,[77],1
6176,cầu Thần Vũ,Kim Liên,[77],1
6177,cầu Thần Vũ,Ngã ba,[77],1
6178,cầu Thần Vũ,cầu Ồ Ồ,[77],1
6179,cầu Thần Vũ,huyện Can Lộc,[77],1
6180,cầu Thần Vũ,huyện Nam Đàn,[77],1
6181,cầu Thần Vũ,núi Chung,[77],1
6182,cầu Thần Vũ,xã Kim Liên,[77],1
6183,cầu Thần Vũ,Đồng Lộc,[77],1
6184,cầu Thần Vũ,đền Chung Sơn,[77],1
6185,cầu Ồ Ồ,Hồ Chí Minh,[77],1
6186,cầu Ồ Ồ,Kim Liên,[77],1
6187,cầu Ồ Ồ,Ngã ba,[77],1
6188,cầu Ồ Ồ,huyện Can Lộc,[77],1
6189,cầu Ồ Ồ,huyện Nam Đàn,[77],1
6190,cầu Ồ Ồ,núi Chung,[77],1
6191,cầu Ồ Ồ,xã Kim Liên,[77],1
6192,cầu Ồ Ồ,Đồng Lộc,[77],1
6193,cầu Ồ Ồ,đền Chung Sơn,[77],1
6194,cố đô Hoa Lư,Cố đô Hoa Lư,[38],1
6195,cố đô Hoa Lư,Việt Anh,[38],1
6196,cố đô Hoa Lư,Việt Nam,[38],1
6197,cố đô Hoa Lư,châu Á,[38],1
6198,cố đô Hoa Lư,vua Đinh,[38],1
6199,cố đô Hoa Lư,Á Đông,[38],1
6200,cửa khẩu Lào Cai,Bộ Công Thương,[1],1
6201,cửa khẩu Lào Cai,Hoa Kỳ,[1],1
6202,cửa khẩu Lào Cai,Nguyễn Văn Hiếu,[1],1
6203,cửa khẩu Lào Cai,Thúy Hiền,[1],1
6204,cửa khẩu Lào Cai,Trung Quốc,[1],1
6205,cửa khẩu Lào Cai,Tập đoàn Lộc Trời,[1],1
6206,cửa khẩu Lào Cai,Tổng cục Thống kê,[1],1
6207,cửa khẩu Lào Cai,Vietnam +,[1],1
6208,huyện Bình Chánh,Khu công nghiệp An Hạ,[64],1
6209,huyện Bình Chánh,Long An,[76],1
6210,huyện Bình Chánh,NGỌC KHẢ,[76],1
6211,huyện Bình Chánh,NGỌC KHẢI,[76],1
6212,huyện Bình Chánh,Quốc lộ 1,[76],1
6213,huyện Bình Chánh,Tuổi Trẻ Online,[76],1
6214,huyện Bình Chánh,miền Tây,[76],1
6215,huyện Bình Chánh,quận Bình Tân,[76],1
6216,huyện Bình Chánh,xã Phạm Văn Hai,[64],1
6217,huyện Bình Chánh,Đinh Minh Cảnh,[76],1
6218,huyện Cao Lãnh,Hàn Quốc,[72],1
6219,huyện Cao Lãnh,Quỹ hợp tác phát triển kinh tế Hàn Quốc,[72],1
6220,huyện Cao Lãnh,cao tốc Mỹ An,[72],1
6221,huyện Châu Thành,Công an huyện Châu Thành,[57],1
6222,huyện Châu Thành,Công an tỉnh Bến Tre,[57],1
6223,huyện Châu Thành,Công an xã Thành Triệu,[57],1
6224,huyện Châu Thành,tỉnh Bến Tre,[57],1
6225,huyện Củ Chi,Bình Chánh,[64],1
6226,huyện Củ Chi,Hóc Môn,[64],1
6227,huyện Củ Chi,Khu công nghiệp An Hạ,[64],1
6228,huyện Củ Chi,Long Thạnh Mỹ,[64],1
6229,huyện Củ Chi,huyện Bình Chánh,[64],1
6230,huyện Củ Chi,huyện Hóc Môn,[64],1
6231,huyện Củ Chi,phường Long Bình,[64],1
6232,huyện Củ Chi,xã Phạm Văn Hai,[64],1
6233,huyện Củ Chi,xã Tân Thạnh Tây,[64],1
6234,huyện Củ Chi,xã Xuân Thới Đông,[64],1
6235,huyện Gò Công Đông,Gò Công Tây,[15],1
6236,huyện Gò Công Đông,Hàm Luông,[15],1
6237,huyện Gò Công Đông,Năm Thôn,[15],1
6238,huyện Hóc Môn,Khu công nghiệp An Hạ,[64],1
6239,huyện Hóc Môn,huyện Bình Chánh,[64],1
6240,huyện Hóc Môn,xã Phạm Văn Hai,[64],1
6241,huyện Hóc Môn,xã Xuân Thới Đông,[64],1
6242,huyện Long Thành,Lê Văn Tiếp,[66],1
6243,huyện Long Thành,Tổng công ty Cảng hàng không Việt Nam,[66],1
6244,huyện Long Thành,UBND huyện Long Thành,[66],1
6245,huyện Long Thành,sân bay quốc tế Long Thành,[66],1
6246,huyện Long Điền,Bà Rịa - Vũng Tàu,[68],1
6247,huyện Long Điền,Lâm Văn Hồng,[68],1
6248,huyện Long Điền,Nguyễn Minh Thương,[68],1
6249,huyện Long Điền,Nguyễn Tấn Thành,[68],1
6250,huyện Long Điền,UBND huyện Long Điền,[68],1
6251,huyện Long Điền,Việt Nam,[68],1
6252,huyện Long Điền,châu Âu,[68],1
6253,huyện Long Điền,Đồn biên phòng Phước Tỉnh,[68],1
6254,huyện Long Điền,Ủy ban châu Âu,[68],1
6255,huyện Nam Đàn,Ngã ba,[77],1
6256,huyện Nam Đàn,huyện Can Lộc,[77],1
6257,huyện Nam Đàn,núi Chung,[77],1
6258,huyện Nam Đàn,xã Kim Liên,[77],1
6259,huyện Nam Đàn,Đồng Lộc,[77],1
6260,huyện Nam Đàn,đền Chung Sơn,[77],1
6261,huyện Ninh Hải,Bộ Y tế,[12],1
6262,huyện Ninh Hải,Nguyễn Long Biên,[12],1
6263,huyện Ninh Hải,Nguyễn Thành,[12],1
6264,huyện Ninh Hải,Tổ chức Y tế Thế giới,[12],1
6265,huyện Ninh Hải,Vietnam +,[12],1
6266,huyện Ninh Hải,huyện Ninh Phước,[12],1
6267,huyện Ninh Hải,huyện Thuận Nam,[12],1
6268,huyện Ninh Hải,khu công nghiệp Phước Nam,[12],1
6269,huyện Ninh Hải,xã Phước Thuận,[12],1
6270,huyện Ninh Phước,Bộ Y tế,[12],1
6271,huyện Ninh Phước,Nguyễn Long Biên,[12],1
6272,huyện Ninh Phước,Nguyễn Thành,[12],1
6273,huyện Ninh Phước,Tổ chức Y tế Thế giới,[12],1
6274,huyện Ninh Phước,Vietnam +,[12],1
6275,huyện Ninh Phước,huyện Thuận Nam,[12],1
6276,huyện Ninh Phước,khu công nghiệp Phước Nam,[12],1
6277,huyện Thuận Nam,Bộ Y tế,[12],1
6278,huyện Thuận Nam,Nguyễn Long Biên,[12],1
6279,huyện Thuận Nam,Vietnam +,[12],1
6280,huyện Tháp Mười,Hàn Quốc,[72],1
6281,huyện Tháp Mười,Quỹ hợp tác phát triển kinh tế Hàn Quốc,[72],1
6282,huyện Tháp Mười,cao tốc Mỹ An,[72],1
6283,huyện Tháp Mười,cầu Cao Lãnh,[72],1
6284,huyện Tháp Mười,huyện Cao Lãnh,[72],1
6285,huyện Tháp Mười,nút giao An Bình,[72],1
6286,huyện Tháp Mười,tỉnh Đồng Tháp,[72],1
6287,huyện Tân Sơn,Bệnh viện Đa khoa huyện Tân Sơn,[58],1
6288,huyện Tân Sơn,Hà Nội,[58],1
6289,huyện Tân Sơn,Phú Thọ,[58],1
6290,huyện Tân Sơn,Sơn La,[58],1
6291,huyện Tân Sơn,Tân Sơn,[58],1
6292,huyện Tân Sơn,quốc lộ 32,[58],1
6293,huyện Tân Sơn,quốc lộ 32B,[58],1
6294,huyện Tân Sơn,tỉnh Phú Thọ,[58],1
6295,huyện Tân Sơn,xã Thu Cúc,[58],1
6296,huyện Tân Sơn,đèo Cón,[58],1
6297,hầm Thần Vũ,Hồ Chí Minh,[77],1
6298,hầm Thần Vũ,Kim Liên,[77],1
6299,hầm Thần Vũ,Ngã ba,[77],1
6300,hầm Thần Vũ,cầu Thần Vũ,[77],1
6301,hầm Thần Vũ,cầu Ồ Ồ,[77],1
6302,hầm Thần Vũ,huyện Can Lộc,[77],1
6303,hầm Thần Vũ,huyện Nam Đàn,[77],1
6304,hầm Thần Vũ,núi Chung,[77],1
6305,hầm Thần Vũ,xã Kim Liên,[77],1
6306,hầm Thần Vũ,Đồng Lộc,[77],1
6307,hầm Thần Vũ,đền Chung Sơn,[77],1
6308,khu công nghiệp Cà Ná,Cà Ná,[11],1
6309,khu công nghiệp Cà Ná,Quốc lộ 1,[11],1
6310,khu công nghiệp Cà Ná,cao tốc Bắc Nam,[11],1
6311,khu công nghiệp Cà Ná,cảng tổng hợp Cà Ná,[11],1
6312,khu công nghiệp Cà Ná,nhà máy điện khí LNG,[11],1
6313,khu công nghiệp Cà Ná điện khí,Cà Ná,[11],1
6314,khu công nghiệp Cà Ná điện khí,LNG Cà Ná,[11],1
6315,khu công nghiệp Cà Ná điện khí,Nara Bình Tiên,[11],1
6316,khu công nghiệp Cà Ná điện khí,Ninh Chữ,[11],1
6317,khu công nghiệp Cà Ná điện khí,Quán Thẻ CaNa,[11],1
6318,khu công nghiệp Cà Ná điện khí,Quốc lộ 1,[11],1
6319,khu công nghiệp Cà Ná điện khí,Sunbay Park Hotel & Resort,[11],1
6320,khu công nghiệp Cà Ná điện khí,Tỉnh Ninh Thuận,[11],1
6321,khu công nghiệp Cà Ná điện khí,UBND tỉnh Ninh Thuận,[11],1
6322,khu công nghiệp Cà Ná điện khí,cao tốc Bắc Nam,[11],1
6323,khu công nghiệp Cà Ná điện khí,cảng tổng hợp Cà Ná,[11],1
6324,khu công nghiệp Cà Ná điện khí,khu công nghiệp Cà Ná,[11],1
6325,khu công nghiệp Cà Ná điện khí,khu du lịch Bình Tiên,[11],1
6326,khu công nghiệp Cà Ná điện khí,nhà máy điện khí LNG,[11],1
6327,khu công nghiệp Phước Nam,Bộ Y tế,[12],1
6328,khu công nghiệp Phước Nam,Nguyễn Long Biên,[12],1
6329,khu công nghiệp Phước Nam,Vietnam +,[12],1
6330,khu công nghiệp Phước Nam,huyện Thuận Nam,[12],1
6331,khu du lịch Bình Tiên,Cà Ná,[11],1
6332,khu du lịch Bình Tiên,Nara Bình Tiên,[11],1
6333,khu du lịch Bình Tiên,Quán Thẻ CaNa,[11],1
6334,khu du lịch Bình Tiên,Quốc lộ 1,[11],1
6335,khu du lịch Bình Tiên,Sunbay Park Hotel & Resort,[11],1
6336,khu du lịch Bình Tiên,Tỉnh Ninh Thuận,[11],1
6337,khu du lịch Bình Tiên,cao tốc Bắc Nam,[11],1
6338,khu du lịch Bình Tiên,cảng tổng hợp Cà Ná,[11],1
6339,khu du lịch Bình Tiên,khu công nghiệp Cà Ná,[11],1
6340,khu du lịch Bình Tiên,nhà máy điện khí LNG,[11],1
6341,kênh A41,Bình Thuận,[52],1
6342,kênh A41,Bùi Xuân Cường,[52],1
6343,kênh A41,Bộ Y tế,[52],1
6344,kênh A41,LÊ NAM,[52],1
6345,kênh A41,TP Hà Nội,[52],1
6346,kênh A41,UBND TP . HCM,[52],1
6347,kênh A41,UBND quận Tân Bình,[52],1
6348,kênh A41,phường 4,[52],1
6349,kênh A41,quận Tân Bình,[52],1
6350,kênh A41,sân bay Tân Sơn Nhất,[52],1
6351,kênh A41,thành phố Phan Thiết,[52],1
6352,làng Carp,Cơ sở Tín hiệu Quân đội Khẩn cấp,[115],1
6353,làng Carp,John Diefenbaker,[115],1
6354,làng Carp,Justin Trudeau,[115],1
6355,làng Carp,Mỹ hội Mỹ,[115],1
6356,làng Carp,New York Times,[115],1
6357,làng Carp,Pierre Elliott Trudeau,[115],1
6358,làng Carp,Thủ đô Canada,[115],1
6359,làng Carp,Trạm Lực lượng Canada Carp,[115],1
6360,làng Carp,Trụ sở Chính phủ Khẩn cấp Trung ương,[115],1
6361,làng Carp,Tây Virginia,[115],1
6362,làng Carp,thành phố Ottawa,[115],1
6363,miền Bắc,Bắc Bộ,[47],1
6364,miền Bắc,Hà Nội,[47],1
6365,miền Bắc,Hội Nghệ sĩ sân khấu Việt Nam,[47],1
6366,miền Bắc,Nguyễn Tiến Dũng,[47],1
6367,miền Bắc,Nhà hát múa rối Việt Nam,[47],1
6368,miền Bắc,Trịnh Nam Sơn,[47],1
6369,miền Bắc,Trịnh Thúy Mùi,[47],1
6370,miền Bắc,Đức Huy,[47],1
6371,miền Nam,Biển Bắc,[3],1
6372,miền Nam,Biển Đông,[53],1
6373,miền Nam,Bình Thuận,[53],1
6374,miền Nam,Bắc Bộ,[53],1
6375,miền Nam,Bắc Trung Bộ,[53],1
6376,miền Nam,Cà Mau,[53],1
6377,miền Nam,NGỌC THÀNH,[53],1
6378,miền Nam,Nam Bộ,[53],1
6379,miền Nam,Nghệ An,[53],1
6380,miền Nam,Ninh Thuận,[53],1
6381,miền Nam,OPEC +,[3],1
6382,miền Nam,QUANG ĐỊNH,[53],1
6383,miền Nam,Stefano Grasso,[3],1
6384,miền Nam,Thanh Hóa,[53],1
6385,miền Nam,Thủ đô Hà Nội,[53],1
6386,miền Nam,Thừa Thiên Huế,[53],1
6387,miền Nam,Trung Trung Bộ,[53],1
6388,miền Nam,Trung tâm Dự báo khí tượng thủy văn quốc gia,[53],1
6389,miền Nam,Tây Bắc Bộ,[53],1
6390,miền Nam,Tây Nguyên,[53],1
6391,miền Nam,Tổ chức các Nước Xuất khẩu Dầu mỏ,[3],1
6392,miền Nam,miền Đông,[53],1
6393,miền Nam,quần đảo Trường Sa,[53],1
6394,miền Nam,thành phố Isfahan,[3],1
6395,miền Nam,Đà Nẵng,[53],1
6396,miền Nam,Đài truyền hình quốc gia IRIB,[3],1
6397,miền Nam,Đông Bắc Bộ,[53],1
6398,miền Trung,Bắc -,[67],1
6399,miền Trung,Bộ Tài nguyên và Môi trường,[67],1
6400,miền Trung,Cà Mau,[67],1
6401,miền Trung,Cần Thơ,[67],1
6402,miền Trung,Hà Tĩnh,[67],1
6403,miền Trung,Hậu Giang,[67],1
6404,miền Trung,Khánh Hòa,[67],1
6405,miền Trung,Sóc Trăng,[67],1
6406,miền Trung,Trần Hồng Hà,[67],1
6407,miền Trung,Trần Hồng Hà cao tốc,[67],1
6408,miền Trung,UBND các tỉnh An Giang,[67],1
6409,miền Trung,Vĩnh Long,[67],1
6410,miền Trung,cao tốc Bắc - Nam,[67],1
6411,miền Trung,cao tốc Bắc Nam,[67],1
6412,miền Trung,miền Tây,[67],1
6413,miền Trung,sông Hậu,[67],1
6414,miền Trung,sông Tiền,[67],1
6415,miền Trung,tỉnh An Giang,[67],1
6416,miền Trung,tỉnh Hà Tĩnh,[67],1
6417,miền Trung,tỉnh Khánh Hòa,[67],1
6418,miền Trung,tỉnh Vĩnh Long,[67],1
6419,miền Trung,Đồng Tháp,[67],1
6420,miền Trung,Đồng bằng sông Cửu Long,[67],1
6421,miền Trung,đường cao tốc Bắc - Nam,[67],1
6422,miền Tây,Ban quản lý dự án Mỹ Thuận,[72],1
6423,miền Tây,Bộ Giao thông vận tải,[72],1
6424,miền Tây,Bộ Tài nguyên và Môi trường,[67],1
6425,miền Tây,Cà Mau,[67],1
6426,miền Tây,Cần Thơ,[67],1
6427,miền Tây,Hà Tĩnh,[67],1
6428,miền Tây,Hàn Quốc,[72],1
6429,miền Tây,Hậu Giang,[67],1
6430,miền Tây,Khánh Hòa,[67],1
6431,miền Tây,Long An,[76],1
6432,miền Tây,NGỌC KHẢ,[76],1
6433,miền Tây,NGỌC KHẢI,[76],1
6434,miền Tây,Quốc lộ 1,[76],1
6435,miền Tây,Quỹ hợp tác phát triển kinh tế Hàn Quốc,[72],1
6436,miền Tây,Sóc Trăng,[67],1
6437,miền Tây,Trần Hồng Hà,[67],1
6438,miền Tây,UBND các tỉnh An Giang,[67],1
6439,miền Tây,Vĩnh Long,[67],1
6440,miền Tây,cao tốc Bắc - Nam,[67],1
6441,miền Tây,cao tốc Bắc Nam,[67],1
6442,miền Tây,cao tốc Mỹ An,[72],1
6443,miền Tây,cao tốc Mỹ An - Cao Lãnh,[72],1
6444,miền Tây,cầu Cao Lãnh,[72],1
6445,miền Tây,huyện Cao Lãnh,[72],1
6446,miền Tây,huyện Tháp Mười,[72],1
6447,miền Tây,nút giao An Bình,[72],1
6448,miền Tây,quận Bình Tân,[76],1
6449,miền Tây,sông Hậu,[67],1
6450,miền Tây,sông Tiền,[67],1
6451,miền Tây,thị trấn Mỹ An,[72],1
6452,miền Tây,tỉnh An Giang,[67],1
6453,miền Tây,tỉnh Vĩnh Long,[67],1
6454,miền Tây,tỉnh Đồng Tháp,[72],1
6455,miền Tây,Đinh Minh Cảnh,[76],1
6456,miền Tây,Đồng Tháp,[67],1
6457,miền Tây,đường Hồ Chí Minh,[72],1
6458,miền Tây,đường cao tốc Bắc -,[72],1
6459,miền Tây,đường cao tốc Bắc - Nam,[67],1
6460,miền Tây,đường cao tốc Mỹ An,[72],1
6461,miền Đông,Ban quản lý dự án Mỹ Thuận,[72],1
6462,miền Đông,Bộ Giao thông vận tải,[72],1
6463,miền Đông,Hàn Quốc,[72],1
6464,miền Đông,NGỌC THÀNH,[53],1
6465,miền Đông,Quỹ hợp tác phát triển kinh tế Hàn Quốc,[72],1
6466,miền Đông,cao tốc Mỹ An,[72],1
6467,miền Đông,cao tốc Mỹ An - Cao Lãnh,[72],1
6468,miền Đông,cầu Cao Lãnh,[72],1
6469,miền Đông,huyện Cao Lãnh,[72],1
6470,miền Đông,huyện Tháp Mười,[72],1
6471,miền Đông,miền Tây,[72],1
6472,miền Đông,nút giao An Bình,[72],1
6473,miền Đông,thị trấn Mỹ An,[72],1
6474,miền Đông,tỉnh Đồng Tháp,[72],1
6475,miền Đông,đường Hồ Chí Minh,[72],1
6476,miền Đông,đường cao tốc Bắc -,[72],1
6477,miền Đông,đường cao tốc Mỹ An,[72],1
6478,người Mỹ,Emmanuel Macron,[42],1
6479,người Mỹ,Hoa Kỳ,[42],1
6480,người Mỹ,Hom Nguyễn,[42],1
6481,người Mỹ,Nam Ngọc Hiên,[42],1
6482,người Mỹ,New York,[90],1
6483,người Mỹ,Nguyễn Thanh Hiền,[42],1
6484,người Mỹ,Thủ dô Washington,[42],1
6485,người Mỹ,Trung tâm Kennedy,[42],1
6486,người Mỹ,Vietnam Centre,[42],1
6487,người Mỹ,tiếng Việt,[42],1
6488,người Mỹ,tổ chức Việt Nam Society,[42],1
6489,người Mỹ,Đại học Columbia New York,[42],1
6490,người Mỹ,Đảng Cộng hòa hòa,[90],1
6491,người Singapore,Ai Cập,[92],1
6492,người Singapore,Annie Theeng,[92],1
6493,người Singapore,The Montcalm London Marble Arch,[92],1
6494,người Singapore,Thái Lan,[92],1
6495,người Thái,Thùy Tiên,[40],1
6496,người Việt,Emmanuel Macron,[42],1
6497,người Việt,Hoa Kỳ,[42],1
6498,người Việt,Hom Nguyễn,[42],1
6499,người Việt,Huỳnh Khánh Ly,[42],1
6500,người Việt,Nam Ngọc Hiên,[42],1
6501,người Việt,New York,[42],1
6502,người Việt,Nguyễn Thanh Hiền,[42],1
6503,người Việt,Peter Do,[42],1
6504,người Việt,Thanh Thanh Huyền,[40],1
6505,người Việt,Thùy Tiên,[40],1
6506,người Việt,Thủ dô Washington,[42],1
6507,người Việt,Tommy Phạm,[42],1
6508,người Việt,Trung tâm Kennedy,[42],1
6509,người Việt,VTV3 Charm Việt Nam,[40],1
6510,người Việt,Vietnam Centre,[42],1
6511,người Việt,Việt Nam,[42],1
6512,người Việt,người Mỹ,[42],1
6513,người Việt,người Thái,[40],1
6514,người Việt,tiếng Việt,[42],1
6515,người Việt,tổ chức Việt Nam Society,[42],1
6516,người Việt,Đại học Columbia New York,[42],1
6517,người Đài Loan,Châu Á,[100],1
6518,người Đài Loan,Hàn Quốc,[100],1
6519,người Đài Loan,Nhật Bản,[100],1
6520,người Đài Loan,Việt Nam,[100],1
6521,nhà bán l,Jon Cox,[119],1
6522,nhà bán l,Richard Mille,[119],1
6523,nhà bán l,công ty dịch vụ tài chính Kepler Cheuvreux,[119],1
6524,nhà máy lọc dầu Duna,Châu Á,[114],1
6525,nhà máy lọc dầu Duna,Châu Âu,[114],1
6526,nhà máy lọc dầu Duna,Cơ quan Năng lượng Quốc tế,[114],1
6527,nhà máy lọc dầu Duna,Pamela Munger,[114],1
6528,nhà máy lọc dầu Duna,Trung Đông,[114],1
6529,nhà máy lọc dầu Duna,công ty MOL Hungary,[114],1
6530,nhà máy điện khí LNG,Cà Ná,[11],1
6531,nhà máy điện khí LNG,Quốc lộ 1,[11],1
6532,nhà máy điện khí LNG,cao tốc Bắc Nam,[11],1
6533,nhà thờ Oaxaka,Hội An,[93],1
6534,nhà thờ Oaxaka,bảo tàng văn hóa Oaxaca,[93],1
6535,núi Chung,Ngã ba,[77],1
6536,núi Chung,huyện Can Lộc,[77],1
6537,núi Chung,xã Kim Liên,[77],1
6538,núi Chung,Đồng Lộc,[77],1
6539,núi lửa St,Bắc Băng Dương,[116],1
6540,nút giao An Bình,Hàn Quốc,[72],1
6541,nút giao An Bình,Quỹ hợp tác phát triển kinh tế Hàn Quốc,[72],1
6542,nút giao An Bình,cao tốc Mỹ An,[72],1
6543,nút giao An Bình,cầu Cao Lãnh,[72],1
6544,nút giao An Bình,huyện Cao Lãnh,[72],1
6545,phương Tây,Boris Pistorius,[82],1
6546,phương Tây,Sergei Lavrov,[82],1
6547,phường 4,Bình Thuận,[52],1
6548,phường 4,Bộ Y tế,[52],1
6549,phường 4,TP Hà Nội,[52],1
6550,phường 4,UBND quận Tân Bình,[52],1
6551,phường 4,sân bay Tân Sơn Nhất,[52],1
6552,phường 4,thành phố Phan Thiết,[52],1
6553,phường Hoài Hương,Bình Định,[79],1
6554,phường Hoài Hương,TP Nha Trang,[79],1
6555,phường Hoài Hương,cảng Hòn Rớ,[79],1
6556,phường Hoài Hương,thị xã Hoài Nhơn,[79],1
6557,phường Hòa Hiệp Bắc,Bãi Sủng Cỏ,[71],1
6558,phường Hòa Hiệp Bắc,Công an quận Liên Chiểu,[71],1
6559,phường Hòa Hiệp Bắc,quận Liên Chiểu,[71],1
6560,phường Hòa Hiệp Bắc,thành phố Đà Nẵng,[71],1
6561,phường Hòa Hiệp Bắc,Đà Nẵng chữa,[71],1
6562,phường Long Bình,Khu công nghiệp An Hạ,[64],1
6563,phường Long Bình,Long Thạnh Mỹ,[64],1
6564,phường Long Bình,huyện Bình Chánh,[64],1
6565,phường Long Bình,huyện Hóc Môn,[64],1
6566,phường Long Bình,xã Phạm Văn Hai,[64],1
6567,phường Long Bình,xã Tân Thạnh Tây,[64],1
6568,phường Long Bình,xã Xuân Thới Đông,[64],1
6569,phường Vĩnh Phước,Huỳnh Điệm,[65],1
6570,phường Vĩnh Phước,Khánh Hòa,[65],1
6571,phường Vĩnh Phước,Nguyễn Trung Hiếu,[65],1
6572,phường Vĩnh Phước,Nguyễn Văn Khôi,[65],1
6573,phường Vĩnh Phước,THỤC NGHI,[65],1
6574,phường Vĩnh Phước,TP Nha Trang,[65],1
6575,phường Vĩnh Phước,xã Phước Đồng,[65],1
6576,phố đi bộ,Hà Nội,[21],1
6577,phố đi bộ,Hồ Gươm,[21],1
6578,quảng trường Zocalo,Hội An,[93],1
6579,quảng trường Zocalo,bảo tàng văn hóa Oaxaca,[93],1
6580,quảng trường Zocalo,nhà thờ Oaxaka,[93],1
6581,quần đảo Trường Sa,NGỌC THÀNH,[53],1
6582,quần đảo Trường Sa,Nghệ An,[53],1
6583,quần đảo Trường Sa,Thanh Hóa,[53],1
6584,quần đảo Trường Sa,Thủ đô Hà Nội,[53],1
6585,quần đảo Trường Sa,Thừa Thiên Huế,[53],1
6586,quần đảo Trường Sa,Tây Bắc Bộ,[53],1
6587,quần đảo Trường Sa,Tây Nguyên,[53],1
6588,quần đảo Trường Sa,miền Đông,[53],1
6589,quần đảo Trường Sa,Đông Bắc Bộ,[53],1
6590,quận Bình Thạnh,Cục Đăng kiểm Việt Nam,[60],1
6591,quận Bình Thạnh,Khuất Duy Thịnh,[60],1
6592,quận Bình Thạnh,Sở Giao thông vận tải TP . HCM,[60],1
6593,quận Bình Thạnh,Trung tâm đăng 50 - 01S,[60],1
6594,quận Bình Thạnh,Trung tâm đăng kiểm 50 - 02S,[60],1
6595,quận Bình Thạnh,Trung tâm đăng kiểm 50 - 03S,[60],1
6596,quận Bình Thạnh,Trung tâm đăng kiểm 50 - 05V,[60],1
6597,quận Bình Thạnh,quận 11,[60],1
6598,quận Bình Thạnh,quận Bình Tân,[60],1
6599,quận Bình Tân,Trung tâm đăng kiểm 50 - 02S,[60],1
6600,quận Bình Tân,quận 11,[60],1
6601,quận Liên Chiểu,Bãi Sủng Cỏ,[71],1
6602,quận Liên Chiểu,Công an quận Liên Chiểu,[71],1
6603,quận Liên Chiểu,thành phố Đà Nẵng,[71],1
6604,quận Liên Chiểu,Đà Nẵng chữa,[71],1
